Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Currency conversion fee,Currency (Currency conversion fee),French transaction tax,Currency (French transaction tax)
Deposit,2023-05-08 09:31:31,,,,Bank Transfer,ccf94a8e-c50d-4413-9e3b-6a4c9a3927e5,,,,,,,500.00,EUR,,,,,,
Interest on cash,2023-06-05 21:11:44,,,,Interest on cash,681766b7-96f4-42ff-b51d-5f37b59a58eb,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-06 21:14:57,,,,Interest on cash,b629a147-f5f2-4911-a5c0-73dbb77533ba,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-07 21:16:45,,,,Interest on cash,a5069948-4255-47d9-8a32-dfb1ec353e6a,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-08 21:16:29,,,,Interest on cash,c2ae0787-b425-4771-b3c9-206fa4ab88bd,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-09 21:17:11,,,,Interest on cash,b0afd1c4-06c8-47ca-a084-1db21274d91e,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-10 21:17:39,,,,Interest on cash,4301d665-f12f-49a5-9c87-1d28341eff92,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-11 21:17:04,,,,Interest on cash,59b6c8d0-52da-42b6-be04-506e4106a47f,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-12 21:17:15,,,,Interest on cash,f2cea86b-6a15-4598-94db-43281675a34c,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-13 21:16:55,,,,Interest on cash,185a6b4f-d3b8-4df2-bb81-1b1370e8c295,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-14 21:17:08,,,,Interest on cash,027cab64-184f-4525-9690-51c0f54d9b66,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-15 21:16:47,,,,Interest on cash,7a80faf0-5959-4f3f-9591-9aaea1fbaf47,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-16 21:16:03,,,,Interest on cash,4d7eab43-9dd4-43c4-824c-a207afa92c08,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-17 21:15:17,,,,Interest on cash,ac07f40c-880b-4c73-8925-cdae53810665,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-18 21:16:03,,,,Interest on cash,e57bfe18-ffdf-4159-af60-652d17578167,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-19 21:14:49,,,,Interest on cash,4b6a1099-eabf-45f4-8d19-8e60f90b8ee7,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-20 21:14:22,,,,Interest on cash,0cd74f57-d305-4d69-b92b-fd515aab7122,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-21 21:15:53,,,,Interest on cash,c992d909-33f1-4f88-9457-5e9f35f96460,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-22 21:15:55,,,,Interest on cash,ea9268f6-2683-472d-81e3-dc3e5b33a38c,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-23 21:14:58,,,,Interest on cash,7b2062d8-2abf-45dd-a812-e30c047278f4,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-24 21:14:09,,,,Interest on cash,d8543ff5-a61a-4c14-bd6b-da2ea4861461,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-25 21:14:13,,,,Interest on cash,b4dfd5ac-8ea0-442c-9e40-a37a6bd1efde,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-26 21:13:53,,,,Interest on cash,d91ec4ec-587a-4362-bdf4-1fb2fe658be5,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-27 21:14:47,,,,Interest on cash,1f0d05fc-35ca-464d-b2ee-78c434517b2d,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-28 21:14:50,,,,Interest on cash,3571c6bd-de18-4063-adcb-a346870d588d,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-06-29 21:14:55,,,,Interest on cash,6a947c8b-3819-4b5f-997e-c8a73b6b8ba8,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-06-30 21:15:12,,,,Interest on cash,d7a8b2ed-deb3-4aec-923b-828921564ea3,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-01 21:15:53,,,,Interest on cash,59bdd308-4df6-49e8-807b-ed4f44b828c8,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-02 21:16:01,,,,Interest on cash,d15c9e55-d829-43ff-9cdc-8c894096f374,,,,,,,0.01,EUR,,,,,,
Market buy,2023-07-03 13:30:47,US0326541051,ADI,Analog Devices,,EOF3141682554,0.5010323000,194.5000000000,USD,1.09139637,,,89.42,EUR,,,0.13,EUR,,
Market buy,2023-07-03 13:30:51,US3119001044,FAST,Fastenal,,EOF3141683515,5.0000000000,58.6400000000,USD,1.09142346,,,269.04,EUR,,,0.40,EUR,,
Market buy,2023-07-03 13:30:52,US0326541051,ADI,Analog Devices,,EOF3141683627,0.4989677000,194.3100000000,USD,1.09146024,,,88.96,EUR,,,0.13,EUR,,
Interest on cash,2023-07-03 21:14:47,,,,Interest on cash,2d2ac229-d641-4f04-bd9a-0c704f93327e,,,,,,,0.01,EUR,,,,,,
Deposit,2023-07-04 08:18:36,,,,Bank Transfer,17511ea9-0cfb-404c-b102-2dfd2e7102d1,,,,,,,500.00,EUR,,,,,,
Interest on cash,2023-07-04 21:13:58,,,,Interest on cash,439c6864-e291-4371-81c7-2058f30f0159,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-05 21:14:46,,,,Interest on cash,8652e2e6-441c-4f1a-a93b-933a64e36dfa,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-06 21:14:35,,,,Interest on cash,474c9a2c-7d12-4321-a126-0751d7bee506,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-07 21:13:59,,,,Interest on cash,cc715085-f10f-410b-a856-1b1a000a3134,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-08 21:14:32,,,,Interest on cash,62ac6e5c-02ae-40c4-9f54-b340d1d91494,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-09 21:15:19,,,,Interest on cash,f1b87c76-132f-4632-b723-ee87f0353336,,,,,,,0.02,EUR,,,,,,
Market buy,2023-07-10 07:00:05,FR0000121485,KER,Kering,,EOF3157351159,0.3000000000,474.9500000000,EUR,1.00000000,,,142.92,EUR,,,,,0.43,EUR
Interest on cash,2023-07-10 21:14:32,,,,Interest on cash,a2cabed7-6b32-4dcd-b06c-d5a0808c8232,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-11 21:14:48,,,,Interest on cash,1baac5cf-f44f-4588-82ce-a85fb3a9eac6,,,,,,,0.02,EUR,,,,,,
Market buy,2023-07-12 13:30:04,US98978V1035,ZTS,Zoetis,,EOF3165019577,1.0000000000,172.0000000000,USD,1.10817601,,,155.44,EUR,,,0.23,EUR,,
Interest on cash,2023-07-12 21:14:37,,,,Interest on cash,e0d9dc6a-4bd9-46d3-96c9-8dabc0606618,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-13 21:15:10,,,,Interest on cash,596721e4-49e3-46d1-81a1-3bd1868e85a4,,,,,,,0.01,EUR,,,,,,
Limit buy,2023-07-14 13:30:06,US3119001044,FAST,Fastenal,,EOF3168044190,1.0000000000,56.5200000000,USD,1.12276519,,,50.42,EUR,,,0.08,EUR,,
Interest on cash,2023-07-15 21:14:54,,,,Interest on cash,0ccfc662-98b9-4b6d-a86b-4284b4ef7149,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-16 21:15:21,,,,Interest on cash,d60038b7-05e8-4609-94e1-05696d21000b,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-18 21:13:40,,,,Interest on cash,1f380218-9fa4-439f-a0a8-92ecd249a65c,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-19 21:15:01,,,,Interest on cash,0f1766b6-b593-41c9-9188-6000c3d0e5c1,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-07-22 21:16:23,,,,Interest on cash,4cfe7727-6581-4b0b-b02f-c0271070b8f6,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-23 21:13:40,,,,Interest on cash,3af617fa-4a63-4ac1-bd73-9fd33080420e,,,,,,,0.01,EUR,,,,,,
Deposit,2023-07-24 07:00:10,,,,Bank Transfer,2e49eaa8-376b-485e-b91d-4c54bcda0a14,,,,,,,500.00,EUR,,,,,,
Interest on cash,2023-07-24 21:14:55,,,,Interest on cash,b2ca1190-7173-4f93-8062-739b64c87d55,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-26 08:17:24,,,,Interest on cash,baa5253e-519d-4dfc-8e82-6726c30a4975,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-26 21:14:59,,,,Interest on cash,e822e6bb-133f-4cd1-8f66-21da6ce4fbf7,,,,,,,0.03,EUR,,,,,,
Interest on cash,2023-07-27 21:14:50,,,,Interest on cash,d03aa724-ed29-4724-9799-007926b4bc73,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-28 21:15:09,,,,Interest on cash,ef195e8e-3ab9-4ff7-b3d3-63dbac69f9a3,,,,,,,0.03,EUR,,,,,,
Interest on cash,2023-07-29 21:07:35,,,,Interest on cash,4e04d4e0-9976-456a-9cba-b189177435c1,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-07-30 21:07:48,,,,Interest on cash,ace6f312-af2a-45ab-bff2-3b49b7f85a1a,,,,,,,0.02,EUR,,,,,,
Deposit,2023-07-31 07:30:12,,,,Bank Transfer,42a571b0-8e13-4f8c-b046-042a1ca97a62,,,,,,,1000.00,EUR,,,,,,
Market buy,2023-07-31 13:30:31,US7561091049,O,Realty Income,,EOF3201295946,1.1146660000,61.3500000000,USD,1.10226884,,,62.13,EUR,,,0.09,EUR,,
Market buy,2023-07-31 13:30:31,US7561091049,O,Realty Income,,EOF3201296057,0.8853340000,61.3700000000,USD,1.10231177,,,49.36,EUR,,,0.07,EUR,,
Market buy,2023-07-31 13:30:35,US8826811098,TXRH,Texas Roadhouse,,EOF3201853700,0.9425469000,110.9100000000,USD,1.10237136,,,94.97,EUR,,,0.14,EUR,,
Market buy,2023-07-31 13:30:35,US92826C8394,V,Visa,,EOF3201853738,0.4092100000,236.5000000000,USD,1.10238256,,,87.92,EUR,,,0.13,EUR,,
Market buy,2023-07-31 13:30:36,US8826811098,TXRH,Texas Roadhouse,,EOF3201854569,0.0502610000,110.0400000000,USD,1.10173713,,,05.03,EUR,,,0.01,EUR,,
Market buy,2023-07-31 13:30:36,US92826C8394,V,Visa,,EOF3201854584,0.0907900000,236.8200000000,USD,1.10260963,,,19.53,EUR,,,0.03,EUR,,
Market buy,2023-07-31 13:31:51,US1696561059,CMG,Chipotle Mexican Grill,,EOF3201862440,0.0399270900,1930.0000000000,USD,1.10257953,,,69.99,EUR,,,0.10,EUR,,
Interest on cash,2023-07-31 21:08:27,,,,Interest on cash,54628ce6-f743-4788-9090-ebe7f69a2594,,,,,,,0.06,EUR,,,,,,
Market buy,2023-08-01 13:30:07,US0378331005,AAPL,Apple,,EOF3203998348,0.0960317000,196.2300000000,USD,1.09751313,,,17.20,EUR,,,0.03,EUR,,
Market buy,2023-08-01 13:30:27,US0378331005,AAPL,Apple,,EOF3204718776,0.1833722000,196.0400000000,USD,1.09765759,,,32.80,EUR,,,0.05,EUR,,
Interest on cash,2023-08-01 21:08:21,,,,Interest on cash,df01c552-1fc2-4b7a-9fe7-8efb7b366746,,,,,,,0.05,EUR,,,,,,
Interest on cash,2023-08-02 21:08:18,,,,Interest on cash,2813bd54-3265-4a7e-8442-abece0b800b5,,,,,,,0.05,EUR,,,,,,
Interest on cash,2023-08-03 21:08:23,,,,Interest on cash,e80911ce-2eb0-4aac-8daa-36b8324f9274,,,,,,,0.05,EUR,,,,,,
Market buy,2023-08-04 17:15:26,US0378331005,AAPL,Apple,,EOF3214189574,0.2979300000,184.9300000000,USD,1.10368980,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-08-04 17:16:05,US98978V1035,ZTS,Zoetis,,EOF3214189674,0.1823751000,181.2500000000,USD,1.10368904,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-08-04 17:17:05,US1696561059,CMG,Chipotle Mexican Grill,,EOF3214189739,0.0172852800,1912.5400000000,USD,1.10379931,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-08-04 17:23:10,US78409V1044,SPGI,S&P Global,,EOF3214190637,0.2821983000,390.5600000000,USD,1.10380939,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-08-04 17:25:00,US9256521090,VICI,VICI Properties,,EOF3214191006,3.5204850000,31.3100000000,USD,1.10391973,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-08-04 17:26:47,US5949181045,MSFT,Microsoft,,EOF3214191177,0.1659253000,332.0300000000,USD,1.10360932,,,49.99,EUR,,,0.07,EUR,,
Market buy,2023-08-04 17:56:09,US9256521090,VICI,VICI Properties,,EOF3214194595,3.5234640000,31.2600000000,USD,1.10308948,,,100.00,EUR,,,0.15,EUR,,
Interest on cash,2023-08-04 21:08:33,,,,Interest on cash,e7044eae-5a06-4c88-898f-27c68c780bad,,,,,,,0.04,EUR,,,,,,
Interest on cash,2023-08-05 21:08:25,,,,Interest on cash,1437bde1-5ada-4871-b936-87fb04f8d636,,,,,,,0.03,EUR,,,,,,
Interest on cash,2023-08-06 21:08:30,,,,Interest on cash,6620c3f0-23d2-4f44-8ed7-23fbc0544570,,,,,,,0.03,EUR,,,,,,
Market buy,2023-08-07 13:30:04,US0378331005,AAPL,Apple,,EOF3216549794,0.3619232000,182.1400000000,USD,1.10032868,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-08-07 13:30:25,US9078181081,UNP,Union Pacific,,EOF3218214474,0.4761545000,230.7400000000,USD,1.10032938,,,100.00,EUR,,,0.15,EUR,,
Market buy,2023-08-07 15:05:07,US0378331005,AAPL,Apple,,EOF3218829917,0.2468881000,177.9300000000,USD,1.09986979,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-08-07 21:08:07,,,,Interest on cash,8ef36547-2b43-4126-993b-ecbdca8a15ec,,,,,,,0.03,EUR,,,,,,
Market buy,2023-08-08 18:12:20,US0378331005,AAPL,Apple,,EOF3221818733,0.3666044000,179.0300000000,USD,1.09552972,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-08-08 18:12:48,US5949181045,MSFT,Microsoft,,EOF3221818769,0.2023418000,324.4000000000,USD,1.09563812,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-08-08 18:45:49,US5184391044,EL,Estee Lauder,,EOF3221822800,1.0413728000,168.0500000000,USD,1.09540998,,,160.00,EUR,,,0.24,EUR,,
Market buy,2023-08-08 18:48:25,US5184391044,EL,Estee Lauder,,EOF3221823010,0.2171190000,167.9600000000,USD,1.09544329,,,33.34,EUR,,,0.05,EUR,,
Market buy,2023-08-08 18:48:27,US5184391044,EL,Estee Lauder,,EOF3221823015,0.0433656000,167.9600000000,USD,1.09529115,,,6.66,EUR,,,0.01,EUR,,
Market buy,2023-08-08 18:52:30,US22160K1051,COST,Costco Wholesale,,EOF3221823235,0.1179000000,556.7200000000,USD,1.09559819,,,60.00,EUR,,,0.09,EUR,,
Interest on cash,2023-08-08 21:08:40,,,,Interest on cash,d23109b5-114e-4929-9d95-9353b7ad3768,,,,,,,0.01,EUR,,,,,,
Market buy,2023-08-09 07:00:19,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3221835854,0.0610014000,817.2000000000,EUR,1.00000000,,,50.00,EUR,,,,,0.15,EUR
Deposit,2023-08-09 07:15:07,,,,Bank Transfer,b072b477-e808-4079-9b04-d61c01f1cd2a,,,,,,,500.00,EUR,,,,,,
Interest on cash,2023-08-09 21:08:02,,,,Interest on cash,ae45af16-7856-415f-8f5e-e6eeb0aedef4,,,,,,,0.03,EUR,,,,,,
Market buy,2023-08-10 19:55:29,US0378331005,AAPL,Apple,,EOF3225884739,0.2465600000,177.8800000000,USD,1.09809946,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-08-10 19:55:51,US1696561059,CMG,Chipotle Mexican Grill,,EOF3225884792,0.0237371000,1847.6600000000,USD,1.09809940,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-08-10 19:56:35,US8826811098,TXRH,Texas Roadhouse,,EOF3225884893,0.4054705000,108.1600000000,USD,1.09803929,,,40.00,EUR,,,0.06,EUR,,
Interest on cash,2023-08-10 21:08:01,,,,Interest on cash,5cb2900e-c561-4ca4-8680-7b7db51ffb89,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-08-11 21:08:32,,,,Interest on cash,0f224d06-5b4c-4439-848d-f591e56d4687,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-08-12 21:08:30,,,,Interest on cash,3471779a-e78d-4555-a0ad-bb057a99faf2,,,,,,,0.02,EUR,,,,,,
Interest on cash,2023-08-13 21:08:46,,,,Interest on cash,4093624a-f975-4896-9e09-7fd72343da70,,,,,,,0.03,EUR,,,,,,
Market buy,2023-08-14 10:56:40,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3228737466,0.0486760000,819.3000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-08-14 17:43:41,US5184391044,EL,Estee Lauder,,EOF3230426254,0.3919071000,166.9500000000,USD,1.09211968,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-08-14 17:44:26,US9256521090,VICI,VICI Properties,,EOF3230426306,2.1284800000,30.7400000000,USD,1.09212944,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-08-14 17:44:47,US98978V1035,ZTS,Zoetis,,EOF3230426320,0.2295285000,190.0400000000,USD,1.09212809,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-08-14 17:45:49,US78409V1044,SPGI,S&P Global,,EOF3230426373,0.1957653000,389.9000000000,USD,1.09212892,,,69.99,EUR,,,0.10,EUR,,
Market sell,2023-08-14 17:49:23,US7561091049,O,Realty Income,,EOF3230426597,2.0000000000,58.1000000000,USD,1.09179742,-4.90,EUR,106.27,EUR,,,0.16,EUR,,
Market buy,2023-08-14 17:49:46,US9256521090,VICI,VICI Properties,,EOF3230426624,1.7747990000,30.7100000000,USD,1.09182847,,,49.99,EUR,,,0.07,EUR,,
Interest on cash,2023-08-14 21:08:54,,,,Interest on cash,8de50890-7658-413c-9d0f-a70757566845,,,,,,,0.01,EUR,,,,,,
Market sell,2023-08-15 07:00:21,FR0000121485,KER,Kering,,EOF3230442931,0.3000000000,514.9000000000,EUR,1.00000000,11.98,EUR,154.47,EUR,,,,,,
Market buy,2023-08-15 07:00:23,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3230442969,0.0733184000,815.9000000000,EUR,1.00000000,,,60.00,EUR,,,,,0.18,EUR
Market buy,2023-08-15 14:48:16,US5184391044,EL,Estee Lauder,,EOF3232875821,0.2673403000,163.5200000000,USD,1.09452893,,,40.00,EUR,,,0.06,EUR,,
Market buy,2023-08-15 14:48:35,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3232875843,0.0248412000,802.7000000000,EUR,1.00000000,,,20.00,EUR,,,,,0.06,EUR
Market buy,2023-08-15 14:49:39,US92826C8394,V,Visa,,EOF3232876120,0.2722421000,240.8900000000,USD,1.09464863,,,60.00,EUR,,,0.09,EUR,,
Market buy,2023-08-15 14:50:08,US98978V1035,ZTS,Zoetis,,EOF3232876243,0.1725700000,190.0000000000,USD,1.09476794,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-08-15 14:50:34,US0378331005,AAPL,Apple,,EOF3232876371,0.1843903000,177.8200000000,USD,1.09476738,,,29.99,EUR,,,0.04,EUR,,
Interest on cash,2023-08-15 21:08:26,,,,Interest on cash,432211c3-ed8b-4aa5-99cc-3735e5ff5e8e,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-08-16 21:08:22,,,,Interest on cash,9b432768-23de-40dd-a713-c37b8b0f5710,,,,,,,0.01,EUR,,,,,,
Dividend (Dividends paid by us corporations),2023-08-17 10:49:25,US0378331005,AAPL,Apple,,,1.7993096000,0.204000,USD,0.92628100,,,0.34,EUR,0.06,USD,,,,
Market buy,2023-08-17 12:27:02,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3236420563,0.0375426000,796.7000000000,EUR,1.00000000,,,30.00,EUR,,,,,0.09,EUR
Market buy,2023-08-17 17:00:53,US0378331005,AAPL,Apple,,EOF3237829943,0.1861887000,174.9800000000,USD,1.08778960,,,29.99,EUR,,,0.04,EUR,,
Interest on cash,2023-08-17 21:08:35,,,,Interest on cash,fbdd8560-1149-40fb-8c65-6a652c946ce6,,,,,,,0.01,EUR,,,,,,
Market buy,2023-08-18 07:00:22,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3239600967,0.0381507000,784.0000000000,EUR,1.00000000,,,30.00,EUR,,,,,0.09,EUR
Interest on cash,2023-08-18 21:08:51,,,,Interest on cash,9e7b251b-e122-40a3-9f9d-f59ec3bb3b25,,,,,,,0.01,EUR,,,,,,
Interest on cash,2023-08-20 21:08:06,,,,Interest on cash,723d6a39-2252-4038-82c8-17ddd5272540,,,,,,,0.01,EUR,,,,,,
Market buy,2023-08-21 07:00:07,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3242809564,0.0513127000,777.2000000000,EUR,1.00000000,,,40.00,EUR,,,,,0.12,EUR
Market buy,2023-08-21 13:30:18,US5184391044,EL,Estee Lauder,,EOF3243607277,0.2085623000,156.4400000000,USD,1.08939853,,,29.99,EUR,,,0.04,EUR,,
Market buy,2023-08-21 14:44:09,US5184391044,EL,Estee Lauder,,EOF3244450558,0.1787018000,151.9900000000,USD,1.08817654,,,25.00,EUR,,,0.04,EUR,,
Market buy,2023-08-21 14:45:23,FR0000121014,MC.PA,LVMH Moet Hennessy Louis Vuitton,,EOF3244450726,0.0254338000,784.0000000000,EUR,1.00000000,,,20.00,EUR,,,,,0.06,EUR
Market buy,2023-08-21 15:20:04,US9256521090,VICI,VICI Properties,,EOF3244458233,0.9481680000,29.8100000000,USD,1.08878613,,,26.00,EUR,,,0.04,EUR,,
Market buy,2023-08-21 19:19:25,US5184391044,EL,Estee Lauder,,EOF3244481974,0.1080664000,151.0700000000,USD,1.08982583,,,15.00,EUR,,,0.02,EUR,,
Market buy,2023-08-21 19:20:08,US92826C8394,V,Visa,,EOF3244481983,0.0519115000,239.9600000000,USD,1.08982358,,,11.45,EUR,,,0.02,EUR,,
Deposit,2023-08-22 07:00:08,,,,Bank Transfer,efb889bb-060a-4be8-904b-ca63fbc386e4,,,,,,,800.00,EUR,,,,,,
